VERSION 3
POINT_NUMB ADDR ID                                   TYP MESSAGE                              ALM   EQ  INF   OR  UN  RTU  ASDU       KCONV1       KCONV2  SUPCMD  DC  PR       INIVAL "SUBEST~BAY~DESCRIPTION"
  64132       0 KAW2KPR11XSWI-116----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38553   2   1       0.0000 "KAW2~TL1 KPR1 69kV~SC 89-116:status-Cmd"
  64133       0 KAW2KPR21RTPR--------K                 D Off/On                                10  187    0    7   E    0     0       1.0000       0.0000   38444   2   1       0.0000 "KAW2~TL1 KPR2 230kV~Teleprotection-Cmd"
  64134       0 KAW2KPR21RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000   38446   2   1       0.0000 "KAW2~TL1 KPR2 230kV~Recloser(79)-Incl-Cmd"
  64135       0 KAW2KPR21RSYN----EnblK                 D Disable/Enable                        28   30   28    7   E    0     0       1.0000       0.0000   38447   2   1       0.0000 "KAW2~TL1 KPR2 230kV~(25)-Enabling-Cmd"
  64136       0 KAW2KPR21XSWI-110----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38545   2   1       0.0000 "KAW2~TL1 KPR2 230kV~SC 89-110:status-Cmd"
  64137       0 KAW2KPR21XSWI-112----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38546   2   1       0.0000 "KAW2~TL1 KPR2 230kV~SC 89-112:status-Cmd"
  64138       0 KAW2KPR21XSWI-114----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38547   2   1       0.0000 "KAW2~TL1 KPR2 230kV~SC 89-114:status-Cmd"
  64139       0 KAW2KPR21XCBR5217----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   38544   2   1       0.0000 "KAW2~TL1 KPR2 230kV~BRK52-17:status-Cmd"
  64140       0 KAW2KPR11XSWI-118----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38554   2   1       0.0000 "KAW2~TL1 KPR1 69kV~SC 89-118:status-Cmd"
  64141       0 KAW2KPR11XSWI-120----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38555   2   1       0.0000 "KAW2~TL1 KPR1 69kV~SC 89-120:status-Cmd"
  64142       0 KAW2IB--2XSWI8902----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38550   2   1       0.0000 "KAW2~IB 230kV~SW89-02:status-Cmd"
  64143       0 KAW2IB--2XSWI8904----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38551   2   1       0.0000 "KAW2~IB 230kV~SW89-04:status-Cmd"
  64144       0 KAW2IB--2XCBR2403----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   38549   2   1       0.0000 "KAW2~IB 230kV~BRK24-03:status-Cmd"
  64145       0 KAW2P---2RBLK----Rst-K                 D /Reset                                48  181   85    7   E    0     0       1.0000       0.0000   38494   1   1       0.0000 "KAW2~Barra P 230kV~Lock-Out Relay(86)-Rst-Cmd"
  64146       0 KAW2TR3--YTAP--------K                 A Lower/Raise                          216   16    0    7   E    0     0       1.0000       0.0000   38327   0   1       0.0000 "KAW2~TR3~Tap position-Cmd"
  64147       0 KAW2TR3--ATCC--------K                 D Exclude/Include                       36   71    0    7   E    0     0       1.0000       0.0000    2195   2   1       0.0000 "KAW2~TR3~Relé Contr.Tap (90)-Cmd"
  64148       0 KAW2TR3--YPAR----PrllK                 D Deactivate/Activate                   16   55   26    7   E    0     0       1.0000       0.0000    3629   2   1       0.0000 "KAW2~TR3~Paralelismo TR-Paralelo-Cmd"
  64149       0 KAW2KPR11XCBR5218----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   38552   2   1       0.0000 "KAW2~TL1 KPR1 69kV~BRK52-18:status-Cmd"
  64150       0 KOR1AL11-XCBR5207----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   38051   2   1       0.0000 "KOR1~FD11 23kV~BRK52-07:status-Cmd"
  64151       0 KOR1AL11-RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000   38063   2   1       0.0000 "KOR1~FD11 23kV~Recloser(79)-Inclusion-Cmd"
  64152       0 KOR1AL12-XCBR5206----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   38052   2   1       0.0000 "KOR1~FD12 23kV~BRK52-06:status-Cmd"
  64153       0 KOR1AL12-RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000   38068   2   1       0.0000 "KOR1~FD12 23kV~Recloser(79)-Inclusion-Cmd"
  64154       0 KOR1AL13-XCBR5205----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   38053   2   1       0.0000 "KOR1~FD13 23kV~BRK52-05:status-Cmd"
  64155       0 KOR1AL13-RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000   38073   2   1       0.0000 "KOR1~FD13 23kV~Recloser(79)-Inclusion-Cmd"
  64156       0 KOR1AL15-XCBR5204----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   38061   2   1       0.0000 "KOR1~FD15 23kV~BRK52-04:status-Cmd"
  64157       0 KOR1AL15-RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000   38083   2   1       0.0000 "KOR1~FD15 23kV~Recloser(79)-Inclusion-Cmd"
  64158       0 KOR1AL16-XCBR5203----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   38055   2   1       0.0000 "KOR1~FD16 23kV~BRK52-03:status-Cmd"
  64159       0 KOR1AL16-RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000   38088   2   1       0.0000 "KOR1~FD16 23kV~Recloser(79)-Inclusion-Cmd"
  64160       0 KOR1IB--cXCBR2401----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   38056   2   1       0.0000 "KOR1~IB 23kV~BRK24-01:status-Cmd"
  64161       0 KOR1IB--cRREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000   38093   2   1       0.0000 "KOR1~IB 23kV~Recloser(79)-Inclusion-Cmd"
  64162       0 KOR1TR1-2XCBR5201----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   38057   2   1       0.0000 "KOR1~TR1 230kV~BRK52-01:status-Cmd"
  64163       0 KOR1TR1-2XSWI8902----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38058   2   1       0.0000 "KOR1~TR1 230kV~SW89-02:status-Cmd"
  64164       0 KOR1TR1--ATCC--------K                 D Exclude/Include                       36   71    0    7   E    0     0       1.0000       0.0000   38113   2   1       0.0000 "KOR1~TR1~Relé Contr.Tap (90)-Cmd"
  64165       0 KOR1TR1--YTAP--------K                 A Lower/Raise                          216   16    0    7   E    0     0       1.0000       0.0000   38031   0   1       0.0000 "KOR1~TR1~Tap position-Cmd"
  64166       0 KOR1TR1--YFAN--------K                 D Off/On                                10   41    0    7   E    0     0       1.0000       0.0000   38109   2   1       0.0000 "KOR1~TR1~VF-Cmd"
  64167       0 KOR1TR1--RBLK----Rst-K                 D /Reset                                48  181   85    7   E    0     0       1.0000       0.0000   38098   1   1       0.0000 "KOR1~TR1~Lock-Out Relay(86)-Reset-Cmd"
  64168       0 KOR1TR1--YCDC----BlckK                 D Unblock/Block                         34   60   34    7   E    0     0       1.0000       0.0000   38188   1   1       0.0000 "KOR1~TR1~CDC do TR-Bloqueio-Cmd"
  64169       0 KOR1AL14-PSTI--N-ExclK                 D Include/Exclude                       37   82   10    7   E    0     0       1.0000       0.0000   38151   2   1       0.0000 "KOR1~FD14 23kV~(50/51)-Exclusion-N-Cmd"
  64170       0 KOR1AL14-RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000   38152   2   1       0.0000 "KOR1~FD14 23kV~Recloser(79)-Inclusion-Cmd"
  64171       0 KOR1AL14-XCBR5208----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   38149   2   1       0.0000 "KOR1~FD14 23kV~BRK52-08:status-Cmd"
  64172       0 KOR1AL17-PSTI--N-ExclK                 D Include/Exclude                       37   82   10    7   E    0     0       1.0000       0.0000   38160   2   1       0.0000 "KOR1~FD17 23kV~(50/51)-Exclusion-N-Cmd"
  64173       0 KOR1AL17-RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000   38161   2   1       0.0000 "KOR1~FD17 23kV~Recloser(79)-Inclusion-Cmd"
  64174       0 KOR1AL17-XCBR5202----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   38158   2   1       0.0000 "KOR1~FD17 23kV~BRK52-02:status-Cmd"
  64175       0 KOR1AL11-PSTI--N-ExclK                 D Include/Exclude                       37   82   10    7   E    0     0       1.0000       0.0000   38168   2   1       0.0000 "KOR1~FD11 23kV~(50/51)-Exclusion-N-Cmd"
  64176       0 KOR1AL12-PSTI--N-ExclK                 D Include/Exclude                       37   82   10    7   E    0     0       1.0000       0.0000   38169   2   1       0.0000 "KOR1~FD12 23kV~(50/51)-Exclusion-N-Cmd"
  64177       0 KOR1IB--cPSTI--N-ExclK                 D Include/Exclude                       37   82   10    7   E    0     0       1.0000       0.0000   38170   2   1       0.0000 "KOR1~IB 23kV~(50/51)-Exclusion-N-Cmd"
  64178       0 KOR1AL13-PSTI--N-ExclK                 D Include/Exclude                       37   82   10    7   E    0     0       1.0000       0.0000   38171   2   1       0.0000 "KOR1~FD13 23kV~(50/51)-Exclusion-N-Cmd"
  64179       0 KOR1AL15-PSTI--N-ExclK                 D Include/Exclude                       37   82   10    7   E    0     0       1.0000       0.0000   38172   2   1       0.0000 "KOR1~FD15 23kV~(50/51)-Exclusion-N-Cmd"
  64180       0 KOR1AL16-PSTI--N-ExclK                 D Include/Exclude                       37   82   10    7   E    0     0       1.0000       0.0000   38173   2   1       0.0000 "KOR1~FD16 23kV~(50/51)-Exclusion-N-Cmd"
  64181       0 KNH2KEA11XCBR5201----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   28658   2   1       0.0000 "KNH2~TL KEA1 230kV~BRK52-01:status-Cmd"
  64182       0 KNH2IB--2XCBR2401----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   28652   2   1       0.0000 "KNH2~IB 230kV~BRK24-01:status-Cmd"
  64183       0 KNH2KYU22XCBR5205----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   28628   2   1       0.0000 "KNH2~TL2 KYU2 230kV~BRK52-05:status-Cmd"
  64184       0 KNH2KHB12XCBR5206----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   28616   2   1       0.0000 "KNH2~TL2 KHB1 230kV~BRK52-06:status-Cmd"
  64185       0 KNH2KHB11XCBR5207----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   28604   2   1       0.0000 "KNH2~TL1 KHB1 230kV~BRK52-07:status-Cmd"
  64186       0 KNH2KYU21XCBR5204----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   28640   2   1       0.0000 "KNH2~TL1 KYU2 230kV~BRK52-04:status-Cmd"
  64187       0 KNH2IB--2XSWI8902----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   28648   2   1       0.0000 "KNH2~IB 230kV~SW89-02:status-Cmd"
  64188       0 KNH2IB--2XSWI8904----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   28650   2   1       0.0000 "KNH2~IB 230kV~SW89-04:status-Cmd"
  64189       0 KNH2KYU21XSWI8930----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   28644   2   1       0.0000 "KNH2~TL1 KYU2 230kV~SW89-30:status-Cmd"
  64190       0 KNH2KYU21XSWI8934----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   28646   2   1       0.0000 "KNH2~TL1 KYU2 230kV~SW89-34:status-Cmd"
  64191       0 KNH2KYU21XSWI8932----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   28636   2   1       0.0000 "KNH2~TL1 KYU2 230kV~SW89-32:status-Cmd"
  64192       0 KNH2KYU21XSWI8936----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   28642   2   1       0.0000 "KNH2~TL1 KYU2 230kV~SW89-36:status-Cmd"
  64193       0 KNH2KYU22XSWI8938----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   28632   2   1       0.0000 "KNH2~TL2 KYU2 230kV~SW89-38:status-Cmd"
  64194       0 KNH2KYU22XSWI8942----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   28634   2   1       0.0000 "KNH2~TL2 KYU2 230kV~SW89-42:status-Cmd"
  64195       0 KNH2KYU22XSWI8940----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   28624   2   1       0.0000 "KNH2~TL2 KYU2 230kV~SW89-40:status-Cmd"
  64196       0 KNH2KYU22XSWI8944----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   28630   2   1       0.0000 "KNH2~TL2 KYU2 230kV~SW89-44:status-Cmd"
